Unnamed: 0,type,name,count,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,fps,duration,num_frames,segment_start,segment_end,cycle_start_id,prediction,mae,obo
96,cow_bite,f82d9a4bb8c7aba597139045ae76cb8a894d973583930a62ce8a95d91e42a873.mp4,22,0,28.0,28.0,50.0,50.0,71.0,71.0,94.0,94.0,113.0,113.0,137.0,137.0,160.0,160.0,180.0,180.0,200.0,200.0,220.0,220.0,246.0,246.0,270.0,270.0,297.0,297.0,315.0,315.0,339.0,339.0,357.0,357.0,383.0,383.0,404.0,404.0,422.0,422.0,446.0,446.0,463.0,463.0,474.0,,,23.75,19.6631578947368,467,0,467,0,22.0,0.0,1.0
98,cow_bite,f3e33a5872b66c70bf989dfcddbb1345394f45a9551ff2c9f25c65ea6f735205.mp4,4,21,58.0,58.0,108.0,108.0,152.0,152.0,187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,4.08333333333333,98,0,98,0,4.0,0.0,1.0
115,cow_bite,c03ce90fcd64ab22d60e65d5a4aeca931cb1f009b19a392edd076324ead2bc59.mp4,2,0,19.0,19.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,1.48,37,0,37,0,1.0,0.49999999975,1.0
122,cow_bite,b94ce774956ffb27e00df3f7294ebb46e8bd4f7cf6fb3d9eb2b520a3586d966a.mp4,5,0,46.0,46.0,104.0,104.0,148.0,148.0,191.0,191.0,273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,7.33333333333333,176,0,176,0,2.0,0.59999999988,0.0
125,cow_bite,ae58f253f7bf0e90195cfdae063ec903592371a3d4f5d20683ee7d4fdb0e3f0e.mp4,23,8,45.0,45.0,75.0,75.0,100.0,100.0,137.0,137.0,166.0,166.0,195.0,195.0,229.0,229.0,258.0,258.0,281.0,281.0,306.0,306.0,334.0,334.0,357.0,357.0,383.0,383.0,407.0,407.0,430.0,430.0,451.0,451.0,479.0,479.0,504.0,504.0,523.0,523.0,547.0,547.0,575.0,575.0,596.0,596.0,619.0,25.0,25.08,627,0,627,0,23.0,0.0,1.0
131,cow_bite,a89883217da99854c26ee3c1dc46a498001efa08c207170caf0886a5a50318cf.mp4,1,5,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,0.516666666666667,62,0,62,0,1.0,0.0,1.0
140,cow_bite,89485b00006514b4866cb042c11a3a4622be5e5609810b0b6513232f309f13cc.mp4,4,0,66.0,66.0,82.0,82.0,108.0,108.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.976023976024,4.5045,108,0,108,0,2.0,0.499999999875,0.0
141,cow_bite,076333d04af33393f66c8f1c658a7ff4c093d59d7510f7faf3968199ae5f4dc5.mp4,19,9,34.0,34.0,55.0,55.0,73.0,73.0,95.0,95.0,118.0,118.0,141.0,141.0,161.0,161.0,183.0,183.0,205.0,205.0,226.0,226.0,250.0,250.0,272.0,272.0,292.0,292.0,313.0,313.0,334.0,334.0,354.0,354.0,378.0,378.0,396.0,396.0,415.0,,,,,,,,,23.75,18.8210526315789,447,0,447,0,19.0,0.0,1.0
176,cow_bite,8c11736283c196b3986453c80c6a0b11003a64771090967ae92c3ec79ca2691c.mp4,13,0,17.0,17.0,38.0,38.0,59.0,59.0,82.0,82.0,102.0,102.0,125.0,125.0,155.0,155.0,172.0,172.0,194.0,194.0,216.0,216.0,236.0,236.0,256.0,256.0,267.0,,,,,,,,,,,,,,,,,,,,,25.0,11.24,281,0,281,0,13.0,0.0,1.0
186,cow_bite,5abc6788584b124a77d017df8fb86b9e94d0c2486771bf7529c47b84d258e118.mp4,1,449,508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,1.80833333333333,217,0,217,0,3.0,1.9999999979999998,0.0
