Unnamed: 0,type,name,count,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,fps,duration,num_frames,segment_start,segment_end,cycle_start_id,prediction,mae,obo
117,cow_bite,c2a42eaef13bcaead751c9d462b59d2ba2c2a8d0159e74267b4696f8adbdd42e.mp4,6,0,21.0,21.0,55.0,55.0,93.0,93.0,117.0,117.0,162.0,162.0,173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,7.12,178,0,178,0,5.0,0.16666666663888888,1.0
118,cow_bite,c1f4e053a2914c2641dfe7ca4bb9dead884f8a2fb3588ec2f0c22a305476ff9e.mp4,3,87,108.0,108.0,137.0,137.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,6.28,157,0,157,0,2.0,0.3333333332222222,1.0
142,cow_bite,68441e1032f67befe09b80ff84d47370c2e29dc1439d348ecef369ac9a68b5f0.mp4,11,1,60.0,60.0,93.0,93.0,148.0,148.0,194.0,194.0,241.0,241.0,295.0,295.0,348.0,348.0,400.0,400.0,452.0,452.0,498.0,498.0,524.0,,,,,,,,,,,,,,,,,,,,,,,,,120.0,1.85833333333333,223,0,223,0,11.0,0.0,1.0
148,cow_bite,04984a0addb621222abdcf44b8ddde0c5c4b5a1df6b6a1b6bbd0f141faa00408.mp4,3,88,124.0,124.0,146.0,146.0,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,6.6,165,0,165,0,2.0,0.3333333332222222,1.0
157,cow_bite,674cadcac9fd550d7a94437f6e4875531f7f3037ea12afdc600c62453d28c869.mp4,5,36,81.0,81.0,130.0,130.0,176.0,176.0,224.0,224.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,0.925,111,0,111,0,3.0,0.39999999992,0.0
159,cow_bite,549a581a8eb4d9e66844c0409c97091b8dd6dd632607739d780cfd503bffbac0.mp4,13,15,43.0,43.0,66.0,66.0,89.0,89.0,116.0,116.0,138.0,138.0,159.0,159.0,187.0,187.0,210.0,210.0,235.0,235.0,257.0,257.0,284.0,284.0,307.0,307.0,317.0,,,,,,,,,,,,,,,,,,,,,25.0,13.16,329,0,329,0,13.0,0.0,1.0
164,cow_bite,81dae2c28b725c2471c29712aced25e92232d3ba39f8fcf20081625624f21ace.mp4,5,28,66.0,66.0,110.0,110.0,150.0,150.0,189.0,189.0,235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,5.20833333333333,125,0,125,0,5.0,0.0,1.0
172,cow_bite,18ce190086bbbcf6ed42ee58c5e977eba81f8031d2481da33716efbc3ba48ce8.mp4,12,0,48.0,48.0,95.0,95.0,148.0,148.0,190.0,190.0,248.0,248.0,302.0,302.0,359.0,359.0,405.0,405.0,458.0,458.0,507.0,507.0,550.0,550.0,569.0,,,,,,,,,,,,,,,,,,,,,,,47.952047952048,5.04670833333333,242,0,242,0,12.0,0.0,1.0
188,cow_bite,3fdca571495a4126ec68eab172b1d18bcdc533ff6fa71118a9c2f5eaa4082db1.mp4,7,0,18.0,18.0,43.0,43.0,64.0,64.0,85.0,85.0,107.0,107.0,129.0,129.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,6.0,150,0,150,0,7.0,0.0,1.0
190,cow_bite,3cbcec573e483b850982fcd0fa5026bc2e2e48b885547a4d9d62e00e4f3fbb3f.mp4,21,5,36.0,36.0,65.0,65.0,90.0,90.0,119.0,119.0,143.0,143.0,164.0,164.0,186.0,186.0,214.0,214.0,238.0,238.0,259.0,259.0,281.0,281.0,308.0,308.0,326.0,326.0,349.0,349.0,375.0,375.0,396.0,396.0,419.0,419.0,441.0,441.0,460.0,460.0,483.0,483.0,493.0,,,,,25.0,20.32,508,0,508,0,21.0,0.0,1.0
